"iso3","year","median","varnum"
"LBY",2018,234.18697,"15"
"LCA",1990,339.03174,"15"
"LCA",1995,359.83129,"15"
"LCA",2000,352.73819,"15"
"LCA",2005,331.53856,"15"
"LCA",2010,425.44478,"15"
"LCA",2015,347.62551,"15"
"LCA",2018,318.33674,"15"
"LKA",1990,122.88328,"15"
"LKA",1995,126.07717,"15"
"LKA",2000,491.43225,"15"
"LKA",2005,323.12681,"15"
"LKA",2010,385.15212,"15"
"LKA",2015,300.92126,"15"
"LKA",2018,263.8889,"15"
"LSO",1990,129.67565,"15"
"LSO",1995,118.15393,"15"
"LSO",2000,113.70272,"15"
"LSO",2005,170.10155,"15"
"LSO",2010,199.09723,"15"
"LSO",2015,78.87697,"15"
"LSO",2018,426.30674,"15"
"LTU",1990,43.75401,"15"
"LTU",1995,42.84922,"15"
"LTU",2000,50.36654,"15"
"LTU",2005,52.69936,"15"
"LTU",2010,51.1397,"15"
"LTU",2015,51.68289,"15"
"LTU",2018,48.34024,"15"
"LUX",1990,105.57868,"15"
"LUX",1995,107.43932,"15"
"LUX",2000,114.0855,"15"
"LUX",2005,119.28138,"15"
"LUX",2010,117.11459,"15"
"LUX",2015,127.77165,"15"
"LUX",2018,126.99672,"15"
"LVA",1990,47.58674,"15"
"LVA",1995,41.56226,"15"
"LVA",2000,44.6517,"15"
"LVA",2005,45.80633,"15"
"LVA",2010,42.09978,"15"
"LVA",2015,42.54588,"15"
"LVA",2018,42.26262,"15"
"MAR",1990,174.15262,"15"
"MAR",1995,196.86933,"15"
"MAR",2000,212.05738,"15"
"MAR",2005,206.35736,"15"
"MAR",2010,203.97369,"15"
"MAR",2015,199.44073,"15"
"MAR",2018,193.83058,"15"
"MDA",1990,63.34657,"15"
"MDA",1995,63.86626,"15"
"MDA",2000,67.3381,"15"
"MDA",2005,96.16234,"15"
"MDA",2010,52.77545,"15"
"MDA",2015,47.73416,"15"
"MDA",2018,25.16142,"15"
"MDG",1990,151.14811,"15"
"MDG",1995,190.88804,"15"
"MDG",2000,162.58549,"15"
"MDG",2005,106.92947,"15"
"MDG",2010,171.7135,"15"
"MDG",2015,132.64008,"15"
"MDG",2018,135.32556,"15"
"MDV",1990,386.22845,"15"
"MDV",1995,396.87415,"15"
"MDV",2000,186.54494,"15"
"MDV",2005,268.5962,"15"
"MDV",2010,315.06082,"15"
"MDV",2015,217.18013,"15"
"MDV",2018,126.77626,"15"
"MEX",1990,338.64525,"15"
"MEX",1995,330.07712,"15"
"MEX",2000,333.79799,"15"
"MEX",2005,328.05609,"15"
"MEX",2010,338.10489,"15"
"MEX",2015,330.78406,"15"
"MEX",2018,321.28315,"15"
"MHL",1990,50.5697,"15"
"MHL",1995,61.98446,"15"
"MHL",2000,92.87952,"15"
"MHL",2005,141.24188,"15"
"MHL",2010,139.05601,"15"
"MHL",2015,139.77359,"15"
"MHL",2018,130.70503,"15"
"MKD",1990,39.40131,"15"
"MKD",1995,129.69938,"15"
"MKD",2000,144.60552,"15"
"MKD",2005,113.72019,"15"
"MKD",2010,168.29062,"15"
"MKD",2015,184.45242,"15"
"MKD",2018,246.02675,"15"
"MLI",1990,42.36765,"15"
"MLI",1995,52.59582,"15"
"MLI",2000,141.19359,"15"
"MLI",2005,117.6899,"15"
"MLI",2010,73.87161,"15"
"MLI",2015,70.15077,"15"
"MLI",2018,61.92837,"15"
"MLT",1990,142.78448,"15"
"MLT",1995,162.63467,"15"
"MLT",2000,152.2332,"15"
"MLT",2005,190.59579,"15"
"MLT",2010,242.13377,"15"
"MLT",2015,248.33902,"15"
"MLT",2018,225.77011,"15"
"MMR",1990,19.76913,"15"
"MMR",1995,14.98468,"15"
"MMR",2000,54.54885,"15"
"MMR",2005,91.93232,"15"
"MMR",2010,160.60775,"15"
"MMR",2015,171.77829,"15"
"MMR",2018,129.73778,"15"
"MNE",1990,50.2996,"15"
"MNE",1995,54.89806,"15"
"MNE",2000,52.85571,"15"
"MNE",2005,55.31625,"15"
"MNE",2010,70.77855,"15"
"MNE",2015,82.60459,"15"
"MNE",2018,75.71066,"15"
"MNG",1990,151.29004,"15"
"MNG",1995,117.5777,"15"
"MNG",2000,129.86705,"15"
"MNG",2005,133.36057,"15"
"MNG",2010,122.22097,"15"
"MNG",2015,119.79223,"15"
"MNG",2018,119.54942,"15"
"MOZ",1990,37.52297,"15"
"MOZ",1995,46.63264,"15"
"MOZ",2000,53.95447,"15"
"MOZ",2005,58.45033,"15"
"MOZ",2010,68.3212,"15"
"MOZ",2015,66.2301,"15"
"MOZ",2018,68.857,"15"
"MRT",1990,96.14226,"15"
"MRT",1995,166.44941,"15"
"MRT",2000,432.9793,"15"
"MRT",2005,213.08215,"15"
"MRT",2010,312.27558,"15"
"MRT",2015,297.51878,"15"
"MRT",2018,295.58233,"15"
"MUS",1990,826.32744,"15"
"MUS",1995,685.83826,"15"
"MUS",2000,514.24879,"15"
"MUS",2005,535.22413,"15"
"MUS",2010,325.16736,"15"
"MUS",2015,528.84372,"15"
"MUS",2018,672.85256,"15"
"MWI",1990,65.01155,"15"
"MWI",1995,112.47544,"15"
"MWI",2000,44.07856,"15"
"MWI",2005,62.31239,"15"
"MWI",2010,64.77948,"15"
"MWI",2015,21.71849,"15"
"MWI",2018,33.40732,"15"
"MYS",1990,95.67632,"15"
"MYS",1995,109.59151,"15"
"MYS",2000,101.56787,"15"
"MYS",2005,89.95589,"15"
"MYS",2010,103.00604,"15"
"MYS",2015,95.91433,"15"
"MYS",2018,94.52899,"15"
"NAM",1990,431.46042,"15"
"NAM",1995,452.98608,"15"
"NAM",2000,356.5501,"15"
"NAM",2005,367.77323,"15"
"NAM",2010,313.19002,"15"
"NAM",2015,370.48507,"15"
"NAM",2018,414.28475,"15"
"NER",1990,44.46847,"15"
"NER",1995,55.2424,"15"
"NER",2000,77.17924,"15"
"NER",2005,80.51755,"15"
"NER",2010,31.84296,"15"
"NER",2015,42.5449,"15"
"NER",2018,0.00343,"15"
"NGA",1990,12.78236,"15"
"NGA",1995,64.53383,"15"
"NGA",2000,66.14564,"15"
"NGA",2005,128.14794,"15"
"NGA",2010,147.8008,"15"
"NGA",2015,148.47919,"15"
"NGA",2018,129.98063,"15"
"NIC",1990,124.97347,"15"
"NIC",1995,272.77619,"15"
"NIC",2000,364.49436,"15"
"NIC",2005,338.48264,"15"
"NIC",2010,466.34559,"15"
"NIC",2015,444.21391,"15"
"NIC",2018,420.94744,"15"
"NLD",1990,145.78807,"15"
"NLD",1995,132.28112,"15"
"NLD",2000,124.77155,"15"
"NLD",2005,122.72297,"15"
"NLD",2010,119.52194,"15"
"NLD",2015,121.70032,"15"
"NLD",2018,109.71977,"15"
"NOR",1990,78.5231,"15"
"NOR",1995,82.86967,"15"
"NOR",2000,84.67756,"15"
"NOR",2005,62.89089,"15"
"NOR",2010,63.70685,"15"
"NOR",2015,81.25886,"15"
"NOR",2018,75.31198,"15"
"NPL",1990,12.63743,"15"
"NPL",1995,12.93761,"15"
"NPL",2000,41.34365,"15"
"NPL",2005,34.64436,"15"
"NPL",2010,29.28125,"15"
"NPL",2015,48.5702,"15"
"NPL",2018,58.19029,"15"
"NZL",1990,43.61974,"15"
"NZL",1995,26.61984,"15"
"NZL",2000,64.01417,"15"
"NZL",2005,85.35874,"15"
"NZL",2010,61.97659,"15"
"NZL",2015,70.3807,"15"
"NZL",2018,67.36527,"15"
"OMN",1990,71.17506,"15"
"OMN",1995,66.42746,"15"
"OMN",2000,101.98191,"15"
"OMN",2005,208.58126,"15"
"OMN",2010,219.21407,"15"
"OMN",2015,197.13468,"15"
"OMN",2018,172.65021,"15"
"PAK",1990,197.18069,"15"
"PAK",1995,223.23407,"15"
"PAK",2000,192.87108,"15"
"PAK",2005,239.73358,"15"
"PAK",2010,229.3146,"15"
"PAK",2015,162.19371,"15"
"PAK",2018,188.52114,"15"
"PAN",1990,402.73664,"15"
"PAN",1995,298.29942,"15"
"PAN",2000,272.31066,"15"
"PAN",2005,308.68162,"15"
"PAN",2010,379.78205,"15"
"PAN",2015,537.59485,"15"
"PAN",2018,496.01827,"15"
"PER",1990,237.67437,"15"
"PER",1995,91.30102,"15"
"PER",2000,122.32454,"15"
"PER",2005,201.90767,"15"
"PER",2010,208.61521,"15"
"PER",2015,210.96527,"15"
"PER",2018,222.46181,"15"
"PHL",1990,164.38047,"15"
"PHL",1995,168.01781,"15"
"PHL",2000,171.29687,"15"
"PHL",2005,152.5908,"15"
"PHL",2010,135.33404,"15"
"PHL",2015,131.91043,"15"
"PHL",2018,144.73022,"15"
"PNG",1990,42.4636,"15"
"PNG",1995,53.91607,"15"
"PNG",2000,82.26033,"15"
"PNG",2005,135.44213,"15"
"PNG",2010,135.2244,"15"
"PNG",2015,135.51319,"15"
"PNG",2018,9e-05,"15"
"POL",1990,56.9409,"15"
"POL",1995,53.33501,"15"
"POL",2000,55.03618,"15"
"POL",2005,52.43304,"15"
"POL",2010,49.73434,"15"
"POL",2015,47.52027,"15"
"POL",2018,49.02913,"15"
"PRT",1990,100.81097,"15"
"PRT",1995,109.56794,"15"
"PRT",2000,136.23642,"15"
"PRT",2005,118.90599,"15"
"PRT",2010,103.64736,"15"
"PRT",2015,102.52081,"15"
"PRT",2018,99.37348,"15"
"PRY",1990,190.05799,"15"
"PRY",1995,285.69902,"15"
"PRY",2000,269.03157,"15"
"PRY",2005,293.55128,"15"
"PRY",2010,306.03374,"15"
"PRY",2015,274.68349,"15"
"PRY",2018,341.01606,"15"
"PSE",1990,134.89234,"15"
"PSE",1995,130.363,"15"
"PSE",2000,161.45244,"15"
"PSE",2005,184.43751,"15"
"PSE",2010,214.66131,"15"
"PSE",2015,201.71822,"15"
"PSE",2018,183.01331,"15"
"QAT",1990,208.56299,"15"
"QAT",1995,207.02837,"15"
"QAT",2000,245.22319,"15"
"QAT",2005,273.97775,"15"
"QAT",2010,277.40873,"15"
"QAT",2015,255.95915,"15"
"QAT",2018,230.98915,"15"
"ROU",1990,155.05948,"15"
"ROU",1995,155.70978,"15"
"ROU",2000,152.37962,"15"
"ROU",2005,154.05119,"15"
"ROU",2010,138.75627,"15"
"ROU",2015,138.70694,"15"
"ROU",2018,139.01695,"15"
"RUS",1990,44.56957,"15"
"RUS",1995,53.21013,"15"
"RUS",2000,70.13398,"15"
"RUS",2005,100.44091,"15"
"RUS",2010,90.28477,"15"
"RUS",2015,98.53686,"15"
"RUS",2018,92.95997,"15"
"RWA",1990,30.75029,"15"
"RWA",1995,37.67154,"15"
"RWA",2000,25.87931,"15"
"RWA",2005,59.13528,"15"
"RWA",2010,860.42178,"15"
"RWA",2015,829.6698,"15"
"RWA",2018,1165.60058,"15"
"SAU",1990,165.47055,"15"
"SAU",1995,181.85273,"15"
"SAU",2000,229.51458,"15"
"SAU",2005,262.44694,"15"
"SAU",2010,268.74315,"15"
"SAU",2015,231.22144,"15"
"SAU",2018,244.11635,"15"
"SDN",1990,169.6261,"15"
"SDN",1995,179.67596,"15"
"SDN",2000,184.11351,"15"
"SDN",2005,188.24462,"15"
"SDN",2010,191.79258,"15"
"SDN",2015,181.24245,"15"
"SDN",2018,183.50064,"15"
"SEN",1990,266.00259,"15"
"SEN",1995,353.56217,"15"
"SEN",2000,112.36042,"15"
"SEN",2005,119.67808,"15"
"SEN",2010,290.90735,"15"
"SEN",2015,322.45882,"15"
"SEN",2018,528.22179,"15"
"SGP",1990,128.00982,"15"
"SGP",1995,121.75131,"15"
"SGP",2000,114.2604,"15"
"SGP",2005,123.50215,"15"
"SGP",2010,118.87261,"15"
"SGP",2015,111.10193,"15"
"SGP",2018,107.71647,"15"
"SLB",1990,197.91615,"15"
"SLB",1995,166.69685,"15"
"SLB",2000,166.56603,"15"
"SLB",2005,201.0106,"15"
"SLB",2010,221.33088,"15"
"SLB",2015,139.28827,"15"
"SLB",2018,154.32671,"15"
"SLE",1990,65.08072,"15"
"SLE",1995,50.66803,"15"
"SLE",2000,78.97762,"15"
"SLE",2005,91.83236,"15"
"SLE",2010,38.59482,"15"
"SLE",2015,108.96831,"15"
"SLE",2018,232.14949,"15"
"SLV",1990,176.52021,"15"
"SLV",1995,168.93118,"15"
"SLV",2000,287.26516,"15"
"SLV",2005,248.04585,"15"
"SLV",2010,243.24297,"15"
"SLV",2015,320.69904,"15"
"SLV",2018,342.36727,"15"
"SRB",1990,63.64793,"15"
"SRB",1995,75.99086,"15"
"SRB",2000,72.08004,"15"
"SRB",2005,80.31063,"15"
"SRB",2010,40.09729,"15"
"SRB",2015,42.87116,"15"
"SRB",2018,37.98903,"15"
"SSD",1990,121.00668,"15"
"SSD",1995,135.7305,"15"
"SSD",2000,137.78155,"15"
"SSD",2005,137.79644,"15"
"SSD",2010,150.47897,"15"
"SSD",2015,167.35524,"15"
"SSD",2018,206.29185,"15"
"STP",1990,70.85074,"15"
"STP",1995,70.19233,"15"
"STP",2000,78.7255,"15"
"STP",2005,188.44946,"15"
"STP",2010,240.4161,"15"
"STP",2015,132.90038,"15"
"STP",2018,127.88405,"15"
"SUR",1990,231.18169,"15"
"SUR",1995,319.68124,"15"
"SUR",2000,505.53758,"15"
"SUR",2005,579.3726,"15"
"SUR",2010,472.00609,"15"
"SUR",2015,403.65903,"15"
"SUR",2018,335.49625,"15"
"SVK",1990,110.32838,"15"
"SVK",1995,120.10268,"15"
"SVK",2000,111.46269,"15"
"SVK",2005,120.20728,"15"
"SVK",2010,118.99705,"15"
"SVK",2015,118.50625,"15"
"SVK",2018,135.34025,"15"
"SVN",1990,89.43016,"15"
"SVN",1995,103.98351,"15"
"SVN",2000,106.39118,"15"
"SVN",2005,109.55373,"15"
"SVN",2010,110.47321,"15"
"SVN",2015,116.23097,"15"
"SVN",2018,108.66657,"15"
"SWE",1990,87.02515,"15"
"SWE",1995,84.23281,"15"
"SWE",2000,86.24504,"15"
"SWE",2005,80.65219,"15"
"SWE",2010,77.54133,"15"
"SWE",2015,81.52948,"15"
"SWE",2018,81.74514,"15"
"SWZ",1990,222.59345,"15"
"SWZ",1995,167.99778,"15"
"SWZ",2000,233.45784,"15"
"SWZ",2005,84.54625,"15"
"SWZ",2010,198.4518,"15"
"SWZ",2015,241.49033,"15"
"SWZ",2018,294.23964,"15"
"SYC",1990,237.45453,"15"
"SYC",1995,253.07765,"15"
"SYC",2000,262.53696,"15"
"SYC",2005,275.24697,"15"
"SYC",2010,291.53256,"15"
"SYC",2015,264.75406,"15"
"SYC",2018,270.67045,"15"
"SYR",1990,106.88951,"15"
"SYR",1995,106.69223,"15"
"SYR",2000,134.58696,"15"
"SYR",2005,151.48882,"15"
"SYR",2010,164.63928,"15"
"SYR",2015,161.38818,"15"
"SYR",2018,143.40196,"15"
"TCD",1990,89.62156,"15"
"TCD",1995,44.06775,"15"
"TCD",2000,57.45031,"15"
"TCD",2005,107.35447,"15"
"TCD",2010,113.28239,"15"
"TCD",2015,154.4472,"15"
"TCD",2018,131.35661,"15"
"TGO",1990,47.64245,"15"
"TGO",1995,13.94423,"15"
"TGO",2000,15.72457,"15"
"TGO",2005,110.53713,"15"
"TGO",2010,637.11393,"15"
"TGO",2015,739.84471,"15"
"TGO",2018,902.1348,"15"
"THA",1990,38.06763,"15"
"THA",1995,91.45231,"15"
"THA",2000,102.67303,"15"
"THA",2005,127.23738,"15"
"THA",2010,200.26461,"15"
"THA",2015,200.70861,"15"
"THA",2018,203.58718,"15"
"TJK",1990,38.72974,"15"
"TJK",1995,63.04789,"15"
"TJK",2000,88.13195,"15"
"TJK",2005,81.40786,"15"
"TJK",2010,160.93283,"15"
"TJK",2015,172.98378,"15"
"TJK",2018,162.27002,"15"
"TKM",1990,716.71193,"15"
"TKM",1995,248.22906,"15"
"TKM",2000,113.76298,"15"
"TKM",2005,64.23951,"15"
"TKM",2010,48.72191,"15"
"TKM",2015,46.41983,"15"
"TKM",2018,21.62382,"15"
"TLS",1990,23.14594,"15"
"TLS",1995,29.80915,"15"
"TLS",2000,45.94941,"15"
"TLS",2005,65.79943,"15"
"TLS",2010,437.99473,"15"
"TLS",2015,832.50749,"15"
"TLS",2018,712.90337,"15"
"TON",1990,78.72102,"15"
"TON",1995,96.80506,"15"
"TON",2000,155.52355,"15"
"TON",2005,247.32284,"15"
"TON",2010,245.97225,"15"
"TON",2015,277.36498,"15"
"TON",2018,260.08366,"15"
"TTO",1990,329.59366,"15"
"TTO",1995,426.04577,"15"
"TTO",2000,583.61537,"15"
"TTO",2005,490.13027,"15"
"TTO",2010,387.50132,"15"
"TTO",2015,353.32579,"15"
"TTO",2018,403.2143,"15"
"TUN",1990,173.27865,"15"
"TUN",1995,184.5411,"15"
"TUN",2000,178.55001,"15"
"TUN",2005,269.69868,"15"
"TUN",2010,280.62184,"15"
"TUN",2015,277.10986,"15"
"TUN",2018,280.91918,"15"
"TUR",1990,131.72785,"15"
"TUR",1995,106.56121,"15"
"TUR",2000,106.45771,"15"
"TUR",2005,88.91235,"15"
"TUR",2010,128.34608,"15"
"TUR",2015,114.43997,"15"
"TUR",2018,112.99309,"15"
"TWN",1990,276.73363,"15"
"TWN",1995,195.72476,"15"
"TWN",2000,167.39592,"15"
"TWN",2005,206.16301,"15"
"TWN",2010,205.57557,"15"
"TWN",2015,196.85383,"15"
"TWN",2018,188.68194,"15"
"TZA",1990,12.74179,"15"
"TZA",1995,33.19355,"15"
"TZA",2000,72.44111,"15"
"TZA",2005,129.35832,"15"
"TZA",2010,169.34007,"15"
"TZA",2015,201.24132,"15"
"TZA",2018,213.17579,"15"
"UGA",1990,4.75913,"15"
"UGA",1995,39.54284,"15"
"UGA",2000,75.58495,"15"
"UGA",2005,106.68849,"15"
"UGA",2010,171.97729,"15"
"UGA",2015,229.95222,"15"
"UGA",2018,290.0663,"15"
"UKR",1990,84.90708,"15"
"UKR",1995,44.51223,"15"
"UKR",2000,59.85623,"15"
"UKR",2005,74.99058,"15"
"UKR",2010,65.79683,"15"
"UKR",2015,54.72285,"15"
"UKR",2018,54.25112,"15"
"URY",1990,328.10098,"15"
"URY",1995,367.1521,"15"
"URY",2000,368.50608,"15"
"URY",2005,381.86502,"15"
"URY",2010,396.98909,"15"
"URY",2015,396.30174,"15"
"URY",2018,399.6962,"15"
"USA",1990,208.44287,"15"
"USA",1995,243.13179,"15"
"USA",2000,276.44493,"15"
"USA",2005,283.78637,"15"
"USA",2010,166.6485,"15"
"USA",2015,201.29474,"15"
"USA",2018,179.46301,"15"
"UZB",1990,205.02598,"15"
"UZB",1995,137.02588,"15"
"UZB",2000,336.79483,"15"
"UZB",2005,62.40745,"15"
"UZB",2010,111.932,"15"
"UZB",2015,106.58826,"15"
"UZB",2018,124.26699,"15"
"VCT",1990,322.09129,"15"
"VCT",1995,314.46689,"15"
"VCT",2000,413.26412,"15"
"VCT",2005,364.52519,"15"
"VCT",2010,339.28925,"15"
"VCT",2015,339.84458,"15"
"VCT",2018,1072.66381,"15"
"VEN",1990,345.42031,"15"
"VEN",1995,394.01558,"15"
"VEN",2000,343.4383,"15"
"VEN",2005,363.1488,"15"
"VEN",2010,379.71906,"15"
"VEN",2015,291.13946,"15"
"VEN",2018,190.61133,"15"
"VNM",1990,57.90314,"15"
"VNM",1995,73.1273,"15"
"VNM",2000,88.05028,"15"
"VNM",2005,82.96603,"15"
"VNM",2010,76.05993,"15"
"VNM",2015,74.40666,"15"
"VNM",2018,68.24685,"15"
"VUT",1990,58.63622,"15"
"VUT",1995,77.18225,"15"
"VUT",2000,96.83336,"15"
"VUT",2005,100.32764,"15"
"VUT",2010,135.93358,"15"
"VUT",2015,107.88507,"15"
"VUT",2018,102.11074,"15"
"WSM",1990,103.61895,"15"
"WSM",1995,107.13396,"15"
"WSM",2000,168.12985,"15"
"WSM",2005,282.36401,"15"
"WSM",2010,229.21772,"15"
"WSM",2015,321.57891,"15"
"WSM",2018,310.78702,"15"
"YEM",1990,445.18021,"15"
"YEM",1995,384.64811,"15"
"YEM",2000,529.0679,"15"
"YEM",2005,621.59201,"15"
"YEM",2010,777.06442,"15"
"YEM",2015,604.39675,"15"
"YEM",2018,605.18788,"15"
"ZAF",1990,320.12143,"15"
"ZAF",1995,268.19794,"15"
"ZAF",2000,242.09282,"15"
"ZAF",2005,231.73782,"15"
"ZAF",2010,358.64426,"15"
"ZAF",2015,379.08033,"15"
"ZAF",2018,281.83725,"15"
"ZMB",1990,413.23022,"15"
"ZMB",1995,322.92936,"15"
"ZMB",2000,401.18617,"15"
"ZMB",2005,149.53449,"15"
"ZMB",2010,133.83797,"15"
"ZMB",2015,114.45868,"15"
"ZMB",2018,125.17652,"15"
"ZWE",1990,103.97617,"15"
"ZWE",1995,143.58766,"15"
"ZWE",2000,290.16858,"15"
"ZWE",2005,237.13526,"15"
"ZWE",2010,242.87775,"15"
"ZWE",2015,411.77012,"15"
"ZWE",2018,308.40842,"15"
"AFG",1990,3.68676,"16"
"AFG",1995,4.21088,"16"
"AFG",2000,4.82136,"16"
"AFG",2005,5.34939,"16"
"AFG",2010,5.70292,"16"
"AFG",2015,3.7634,"16"
"AFG",2018,3.95344,"16"
"AGO",1990,17.50539,"16"
"AGO",1995,19.65152,"16"
"AGO",2000,21.89705,"16"
"AGO",2005,19.72513,"16"
"AGO",2010,18.83781,"16"
"AGO",2015,16.77807,"16"
"AGO",2018,17.04172,"16"
"ALB",1990,40.16602,"16"
"ALB",1995,37.65962,"16"
"ALB",2000,33.03884,"16"
"ALB",2005,30.87547,"16"
"ALB",2010,29.12058,"16"
"ALB",2015,26.16457,"16"
"ALB",2018,25.73225,"16"
"ARE",1990,21.69944,"16"
"ARE",1995,23.54153,"16"
"ARE",2000,25.35131,"16"
"ARE",2005,29.90722,"16"
"ARE",2010,28.87068,"16"
"ARE",2015,23.00821,"16"
"ARE",2018,24.49348,"16"
"ARG",1990,11.17704,"16"
"ARG",1995,10.35561,"16"
"ARG",2000,10.08387,"16"
"ARG",2005,11.52761,"16"
"ARG",2010,11.6684,"16"
"ARG",2015,10.80474,"16"
"ARG",2018,11.00135,"16"
"ARM",1990,33.56593,"16"
"ARM",1995,32.80261,"16"
"ARM",2000,35.64662,"16"
"ARM",2005,29.25179,"16"
"ARM",2010,31.18376,"16"
"ARM",2015,25.94176,"16"
"ARM",2018,26.15226,"16"
"ATG",1990,22.60651,"16"
"ATG",1995,22.94413,"16"
"ATG",2000,22.46655,"16"
"ATG",2005,21.99072,"16"
"ATG",2010,22.55695,"16"
"ATG",2015,20.99364,"16"
"ATG",2018,20.49272,"16"
"AUS",1990,50.96325,"16"
"AUS",1995,51.2578,"16"
"AUS",2000,49.64003,"16"
"AUS",2005,47.8217,"16"
"AUS",2010,48.0095,"16"
"AUS",2015,49.54881,"16"
"AUS",2018,49.61369,"16"
"AUT",1990,28.56667,"16"
"AUT",1995,29.60383,"16"
"AUT",2000,28.97809,"16"
"AUT",2005,27.9597,"16"
"AUT",2010,28.39557,"16"
"AUT",2015,26.57996,"16"
"AUT",2018,25.74226,"16"
"AZE",1990,35.13329,"16"
"AZE",1995,36.38236,"16"
"AZE",2000,40.88044,"16"
"AZE",2005,41.19659,"16"
"AZE",2010,39.26496,"16"
"AZE",2015,34.32909,"16"
"AZE",2018,33.24163,"16"
"BDI",1990,9.80547,"16"
"BDI",1995,10.38892,"16"
"BDI",2000,11.33416,"16"
"BDI",2005,11.98144,"16"
"BDI",2010,12.67379,"16"
"BDI",2015,10.63663,"16"
"BDI",2018,10.86581,"16"
"BEL",1990,56.61752,"16"
"BEL",1995,58.29649,"16"
"BEL",2000,62.75708,"16"
"BEL",2005,63.5636,"16"
"BEL",2010,63.31499,"16"
"BEL",2015,65.82925,"16"
"BEL",2018,64.69984,"16"
"BEN",1990,12.44464,"16"
"BEN",1995,13.81074,"16"
"BEN",2000,16.04376,"16"
"BEN",2005,16.31366,"16"
"BEN",2010,16.27927,"16"
"BEN",2015,12.91508,"16"
"BEN",2018,12.39593,"16"
"BFA",1990,7.50966,"16"
"BFA",1995,7.9301,"16"
"BFA",2000,8.20421,"16"
"BFA",2005,9.3327,"16"
"BFA",2010,10.13345,"16"
"BFA",2015,8.83377,"16"
"BFA",2018,9.13089,"16"
"BGD",1990,4.75162,"16"
"BGD",1995,5.12758,"16"
"BGD",2000,5.76698,"16"
"BGD",2005,5.19374,"16"
"BGD",2010,5.12518,"16"
"BGD",2015,3.60587,"16"
"BGD",2018,3.44634,"16"
"BGR",1990,47.24583,"16"
"BGR",1995,49.91274,"16"
"BGR",2000,53.72062,"16"
"BGR",2005,61.60745,"16"
"BGR",2010,61.014,"16"
"BGR",2015,43.70652,"16"
"BGR",2018,41.83861,"16"
"BHR",1990,26.15,"16"
"BHR",1995,26.2785,"16"
"BHR",2000,26.63269,"16"
"BHR",2005,26.62404,"16"
"BHR",2010,26.2404,"16"
"BHR",2015,25.18412,"16"
"BHR",2018,25.37239,"16"
"BHS",1990,28.76163,"16"
"BHS",1995,29.98908,"16"
"BHS",2000,23.9211,"16"
"BHS",2005,24.35673,"16"
"BHS",2010,25.7019,"16"
"BHS",2015,23.13361,"16"
"BHS",2018,23.06259,"16"
"BIH",1990,43.04179,"16"
"BIH",1995,40.95345,"16"
"BIH",2000,40.7569,"16"
"BIH",2005,30.63979,"16"
"BIH",2010,31.32806,"16"
"BIH",2015,25.56104,"16"
"BIH",2018,23.80845,"16"
"BLR",1990,40.26191,"16"
"BLR",1995,40.8646,"16"
"BLR",2000,46.67751,"16"
"BLR",2005,39.13173,"16"
"BLR",2010,36.51593,"16"
"BLR",2015,32.69083,"16"
"BLR",2018,31.55352,"16"
"BLZ",1990,21.31863,"16"
"BLZ",1995,21.92498,"16"
"BLZ",2000,22.72793,"16"
"BLZ",2005,23.29603,"16"
"BLZ",2010,23.85975,"16"
"BLZ",2015,23.34697,"16"
"BLZ",2018,24.40977,"16"
"BOL",1990,21.01534,"16"
"BOL",1995,22.07909,"16"
"BOL",2000,22.69558,"16"
"BOL",2005,24.80956,"16"
"BOL",2010,24.37163,"16"
"BOL",2015,24.26096,"16"
"BOL",2018,23.96933,"16"
"BRA",1990,60.74659,"16"
"BRA",1995,61.72866,"16"
"BRA",2000,65.20097,"16"
"BRA",2005,69.89748,"16"
"BRA",2010,67.86479,"16"
"BRA",2015,63.27844,"16"
"BRA",2018,63.09235,"16"
"BRB",1990,5.65894,"16"
"BRB",1995,5.43579,"16"
"BRB",2000,5.28066,"16"
"BRB",2005,4.95988,"16"
"BRB",2010,4.85265,"16"
"BRB",2015,4.86585,"16"
"BRB",2018,4.65996,"16"
"BRN",1990,11.64295,"16"
"BRN",1995,11.65652,"16"
"BRN",2000,11.99209,"16"
"BRN",2005,11.06836,"16"
"BRN",2010,11.11157,"16"
"BRN",2015,11.02095,"16"
"BRN",2018,10.7831,"16"
"BTN",1990,4.52091,"16"
"BTN",1995,4.87962,"16"
"BTN",2000,5.71429,"16"
"BTN",2005,5.98408,"16"
"BTN",2010,5.86067,"16"
"BTN",2015,3.9553,"16"
"BTN",2018,3.8765,"16"
"BWA",1990,24.02373,"16"
"BWA",1995,28.2878,"16"
"BWA",2000,25.84315,"16"
"BWA",2005,30.65048,"16"
"BWA",2010,30.41529,"16"
"BWA",2015,24.28232,"16"
"BWA",2018,24.22569,"16"
"CAF",1990,20.28529,"16"
"CAF",1995,21.37098,"16"
"CAF",2000,21.98899,"16"
"CAF",2005,23.57504,"16"
"CAF",2010,24.3598,"16"
"CAF",2015,20.21337,"16"
"CAF",2018,20.49809,"16"
"CAN",1990,97.25209,"16"
"CAN",1995,95.27192,"16"
"CAN",2000,93.81916,"16"
"CAN",2005,94.14612,"16"
"CAN",2010,93.0226,"16"
"CAN",2015,89.98552,"16"
"CAN",2018,88.72187,"16"
"CHE",1990,39.72235,"16"
"CHE",1995,40.44429,"16"
"CHE",2000,42.87338,"16"
